     1.000      0.000      1.000      0.000      0.000      1.000      0.000      1.000      0.000      1.000      0.000      1.000      3.000     -1.000      1.000 100001.000      1.089      0.393
     1.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100002.000     -0.471      0.554
     1.000      0.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000     -1.000     -1.000 100003.000      1.867      0.447
     1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      2.000     -1.000     -1.000 100004.000     -0.135      0.495
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100005.000     -1.631      0.728
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100006.000     -1.471      0.759
     1.000      1.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      4.000     -1.000     -1.000 100007.000      2.702      0.649
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100008.000     -1.638      0.713
     1.000      0.000      1.000      1.000      0.000      1.000      1.000      1.000      0.000      1.000      0.000      1.000      1.000     -1.000      1.000 100009.000      1.351      0.403
     0.000      1.000      0.000      1.000      1.000      1.000      0.000      1.000      1.000      1.000      0.000      1.000      0.000     -1.000     -1.000 100010.000      1.401      0.398
     0.000      1.000      1.000      1.000      0.000      0.000      1.000      0.000      1.000      1.000      0.000      0.000      1.000     -1.000     -1.000 100011.000      0.734      0.370
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100012.000     -1.404      0.793
     1.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100013.000     -0.708      0.619
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -2.000     -1.000     -1.000 100014.000     -1.889      0.723
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000     -1.000      1.000 100015.000     -1.270      0.759
     0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -2.000     -1.000      1.000 100016.000     -0.944      0.622
     1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100017.000     -1.189      0.655
     0.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      1.000      0.000      0.000      0.000     -1.000     -1.000      1.000 100018.000     -0.105      0.476
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100019.000     -1.442      0.691
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100020.000     -0.763      0.648
     0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      1.000      0.000      0.000      0.000     -1.000      1.000 100021.000     -0.415      0.558
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100022.000     -1.424      0.724
     0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      1.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100023.000     -0.747      0.561
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      0.000     -1.000     -1.000 100024.000     -0.150      0.481
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000     -1.000     -1.000 100025.000     -0.514      0.540
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100026.000     -0.854      0.646
     0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      1.000      1.000      0.000      0.000      1.000     -1.000     -1.000 100027.000     -0.042      0.463
     1.000      0.000      0.000      1.000      0.000      0.000      1.000      1.000      0.000      1.000      1.000      1.000      3.000     -1.000      1.000 100028.000      1.320      0.388
     1.000      1.000      0.000      1.000      0.000      0.000      1.000      1.000      0.000      1.000      1.000      0.000      1.000     -1.000     -1.000 100029.000      0.943      0.368
     1.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100030.000     -0.724      0.579
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100031.000     -1.387      0.731
     1.000      0.000      0.000      1.000      1.000      1.000      0.000      1.000      1.000      1.000      0.000      0.000      2.000     -1.000     -1.000 100032.000      1.159      0.372
     1.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100033.000     -0.650      0.593
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -2.000     -1.000     -1.000 100034.000     -1.884      0.725
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100035.000     -1.445      0.785
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000      1.000 100036.000     -1.607      0.762
     1.000      1.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      1.000      0.000      0.000      1.000     -1.000     -1.000 100037.000      0.372      0.410
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -2.000     -1.000      1.000 100038.000     -1.861      0.705
     0.000      0.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      0.000      0.000      0.000     -1.000     -1.000      1.000 100039.000     -0.741      0.629
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000     -1.000     -1.000 100040.000     -0.764      0.575
     0.000      0.000      0.000      0.000      1.000      0.000      1.000      1.000      0.000      0.000      0.000      1.000      1.000     -1.000     -1.000 100041.000      0.432      0.395
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      1.000      0.000      2.000     -1.000      1.000 100042.000      0.302      0.454
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100043.000     -1.426      0.755
     1.000      1.000      0.000      1.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      3.000     -1.000      1.000 100044.000      2.169      0.466
     0.000      1.000      1.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      3.000     -1.000      1.000 100045.000      0.133      0.445
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100046.000     -1.372      0.713
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100047.000     -1.635      0.742
     0.000      0.000      0.000      1.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100048.000     -0.271      0.514
     1.000      1.000      0.000      1.000      1.000      0.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000     -1.000     -1.000 100049.000      1.611      0.380
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100050.000     -1.452      0.750
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100051.000     -1.627      0.740
     1.000      1.000      0.000      1.000      0.000      0.000      1.000      1.000      0.000      1.000      1.000      1.000      1.000     -1.000      1.000 100052.000      1.395      0.387
     1.000      0.000      1.000      0.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      2.000     -1.000      1.000 100053.000      1.663      0.405
     0.000      0.000      1.000      0.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      0.000      2.000     -1.000      1.000 100054.000      1.182      0.394
     0.000      0.000      1.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      0.000      0.000     -1.000     -1.000      1.000 100055.000     -0.177      0.504
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -2.000     -1.000      1.000 100056.000     -1.865      0.743
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100057.000     -1.635      0.745
     1.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100058.000     -0.694      0.555
     0.000      1.000      0.000      0.000      0.000      0.000      1.000      1.000      0.000      0.000      1.000      0.000      0.000     -1.000     -1.000 100059.000      0.221      0.422
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100060.000     -1.640      0.737
     1.000      0.000      1.000      1.000      0.000      1.000      1.000      1.000      1.000      1.000      1.000      1.000      2.000     -1.000      1.000 100061.000      2.048      0.487
     0.000      0.000      0.000      0.000      1.000      1.000      1.000      0.000      1.000      1.000      0.000      0.000      0.000     -1.000     -1.000 100062.000      0.551      0.400
     1.000      1.000      0.000      1.000      1.000      0.000      1.000      0.000      1.000      1.000      1.000      1.000      2.000     -1.000     -1.000 100063.000      1.636      0.426
     0.000      0.000      1.000      1.000      0.000      0.000      1.000      0.000      1.000      0.000      0.000      0.000      2.000     -1.000      1.000 100064.000      0.453      0.425
     1.000      0.000      0.000      0.000      1.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      2.000     -1.000     -1.000 100065.000      0.415      0.408
     0.000      0.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100066.000     -0.931      0.619
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100067.000     -1.356      0.856
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      1.000     -1.000     -1.000 100068.000     -1.334      0.763
     0.000      1.000      0.000      0.000      0.000      0.000      1.000      0.000      0.000      0.000      1.000      0.000      1.000     -1.000     -1.000 100069.000      0.054      0.457
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000     -1.000 100070.000     -1.634      0.741
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000      1.000 100071.000     -1.393      0.732
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -1.000     -1.000 100072.000     -1.452      0.745
