100001	1	0	1	0	0	1	0	1	0	1	0	1	3	1	-1
100002	1	0	0	0	0	0	0	1	0	0	0	0	1	-1	-1
100003	1	0	0	1	1	1	1	1	1	1	1	1	1	-1	-1
100004	1	0	0	0	0	0	0	0	0	0	1	0	2	-1	-1
100005	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100006	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100007	1	1	0	1	1	1	1	1	1	1	1	1	4	-1	-1
100008	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100009	1	0	1	1	0	1	1	1	0	1	0	1	1	1	-1
100010	0	1	0	1	1	1	0	1	1	1	0	1	0	-1	-1
100011	0	1	1	1	0	0	1	0	1	1	0	0	1	-1	-1
100012	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100013	1	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1
100014	0	0	0	0	0	0	0	0	0	0	0	0	-2	-1	-1
100015	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
100016	0	0	0	1	0	0	0	0	0	0	0	0	-2	1	-1
100017	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100018	0	0	0	0	0	1	1	0	1	0	0	0	-1	1	-1
100019	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100020	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	-1
100021	0	0	0	0	0	0	1	0	0	1	0	0	0	1	-1
100022	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100023	0	0	0	0	0	0	1	0	1	0	0	0	-1	-1	-1
100024	0	0	0	0	0	0	0	0	0	1	1	0	0	-1	-1
100025	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	-1
100026	0	0	0	0	0	0	0	1	0	0	0	0	0	1	-1
100027	0	0	0	0	0	0	1	0	1	1	0	0	1	-1	-1
100028	1	0	0	1	0	0	1	1	0	1	1	1	3	1	-1
100029	1	1	0	1	0	0	1	1	0	1	1	0	1	-1	-1
100030	1	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1
100031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100032	1	0	0	1	1	1	0	1	1	1	0	0	2	-1	-1
100033	1	0	0	0	0	0	1	0	0	0	0	0	0	1	-1
100034	0	0	0	0	0	0	0	0	0	0	0	0	-2	-1	-1
100035	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100036	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1
100037	1	1	0	0	0	0	1	1	0	1	0	0	1	-1	-1
100038	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	-1
100039	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	-1
100040	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1
100041	0	0	0	0	1	0	1	1	0	0	0	1	1	-1	-1
100042	0	0	0	0	0	0	0	1	1	0	1	0	2	1	-1
100043	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100044	1	1	0	1	0	1	1	1	1	1	1	1	3	1	-1
100045	0	1	1	0	0	0	1	0	0	0	0	0	3	1	-1
100046	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100047	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100048	0	0	0	1	0	0	1	0	0	0	0	0	1	-1	-1
100049	1	1	0	1	1	0	0	1	1	1	1	1	1	-1	-1
100050	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100051	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100052	1	1	0	1	0	0	1	1	0	1	1	1	1	1	-1
100053	1	0	1	0	0	1	1	1	1	1	1	1	2	1	-1
100054	0	0	1	0	0	1	1	1	1	1	1	0	2	1	-1
100055	0	0	1	0	0	0	0	1	1	0	0	0	-1	1	-1
100056	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	-1
100057	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100058	1	0	0	0	0	0	0	0	1	0	0	0	-1	-1	-1
100059	0	1	0	0	0	0	1	1	0	0	1	0	0	-1	-1
100060	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100061	1	0	1	1	0	1	1	1	1	1	1	1	2	1	-1
100062	0	0	0	0	1	1	1	0	1	1	0	0	0	-1	-1
100063	1	1	0	1	1	0	1	0	1	1	1	1	2	-1	-1
100064	0	0	1	1	0	0	1	0	1	0	0	0	2	1	-1
100065	1	0	0	0	1	0	1	0	0	0	1	0	2	-1	-1
100066	0	0	0	0	0	0	1	0	0	0	0	0	1	-1	-1
100067	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1
100068	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1
100069	0	1	0	0	0	0	1	0	0	0	1	0	1	-1	-1
100070	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100071	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100072	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100073	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1
100074	1	0	1	0	0	0	1	0	1	0	0	1	1	1	-1
100075	0	0	0	1	0	1	0	0	0	0	0	1	1	1	-1
100076	1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1
100077	0	0	0	0	0	0	0	1	1	1	0	1	2	-1	-1
100078	0	1	0	1	1	1	1	1	0	1	1	1	3	-1	-1
100079	0	0	0	0	0	0	0	0	0	0	0	0	-2	-1	-1
100080	0	1	0	0	0	0	0	1	1	1	0	0	0	-1	-1
100081	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100082	0	0	0	0	0	0	1	0	1	0	0	0	0	-1	-1
100083	0	0	0	0	0	1	0	0	1	0	0	0	0	-1	-1
100084	0	0	0	0	0	0	1	0	0	0	0	0	-1	-1	-1
100085	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	-1
100086	1	0	0	1	0	1	1	1	1	1	0	1	3	-1	-1
100087	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1
100088	0	0	0	1	0	0	0	0	0	0	0	0	1	1	-1
100089	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1
100090	0	0	0	0	0	0	0	0	1	0	0	0	-2	1	-1
100091	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100092	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1
100093	0	0	0	0	0	0	1	0	0	0	0	0	-2	-1	-1
100094	1	1	0	1	1	0	1	1	0	0	1	0	2	-1	-1
100095	1	0	0	0	0	0	1	0	0	0	0	0	1	-1	-1
100096	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1
100097	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100098	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	-1
100099	1	0	0	1	0	0	0	0	0	0	0	0	2	-1	-1
100100	0	0	0	0	0	0	0	1	1	1	0	0	0	-1	-1
100101	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1
100102	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1
100104	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100105	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100106	0	0	0	0	0	0	0	0	1	1	0	1	1	-1	-1
100107	1	0	0	1	0	0	1	1	1	0	1	1	2	1	-1
100108	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1
100109	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1
100110	0	0	0	0	0	0	1	0	1	0	0	0	-1	-1	-1
100111	0	0	0	0	0	0	1	1	1	0	0	1	0	-1	-1
100112	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	-1
100113	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1
100114	1	1	0	1	1	1	0	1	0	1	1	1	1	-1	-1
